	Assay	Cell Type	Molecule
848	CHIP	C57BL/6 forebrain embryo (12.5 days)	H3K4me3
849	CHIP	C57BL/6 limb embryo (14.5 days)	H3K4me1
850	CHIP	129 ES-E14	CHD2
851	CHIP	C57BL/6 neural tube embryo (11.5 days)	H3K27ac
852	CHIP	C57BL/6 heart embryo (14.5 days)	H3K4me2
853	CHIP	C57BL/6 midbrain embryo (11.5 days)	H3K36me3
854	CHIP	C57BL/6 kidney postnatal (0 days)	H3K4me3
855	CHIP	C57BL/6 hindbrain embryo (12.5 days)	H3K4me2
856	CHIP	C57BL/6 embryonic facial prominence embryo (10.5 days)	H3K36me3
857	CHIP	C57BL/6 neural tube embryo (12.5 days)	H3K4me3
858	CHIP	C57BL/6 midbrain embryo (11.5 days)	H3K27me3
859	CHIP	C57BL/6 stomach embryo (16.5 days)	H3K27ac
860	CHIP	C57BL/6 neural tube embryo (11.5 days)	H3K9ac
861	CHIP	C57BL/6 limb embryo (11.5 days)	H3K4me1
862	CHIP	C57BL/6 stomach embryo (15.5 days)	H3K4me1
863	CHIP	C57BL/6 neural tube embryo (15.5 days)	H3K9me3
864	CHIP	C57BL/6 liver embryo (13.5 days)	H3K27me3
865	CHIP	C57BL/6 midbrain embryo (16.5 days)	H3K27ac
866	CHIP	C57BL/6 midbrain embryo (12.5 days)	H3K4me3
867	CHIP	C57BL/6 stomach postnatal (0 days)	H3K9me3
868	CHIP	C57BL/6 forebrain embryo (14.5 days)	H3K4me1
869	CHIP	C57BL/6 heart embryo (12.5 days)	H3K9me3
870	CHIP	C57BL/6 forebrain embryo (10.5 days)	H3K36me3
871	CHIP	C57BL/6 heart embryo (15.5 days)	H3K36me3
872	CHIP	C57BL/6 kidney postnatal (0 days)	H3K27me3
873	CHIP	C57BL/6 forebrain embryo (15.5 days)	H3K27me3
874	CHIP	C57BL/6 liver embryo (16.5 days)	H3K36me3
875	CHIP	C57BL/6 kidney embryo (14.5 days)	H3K9ac
876	CHIP	C57BL/6 liver embryo (15.5 days)	H3K27me3
877	CHIP	C57BL/6 neural tube embryo (15.5 days)	H3K9ac
878	CHIP	C57BL/6 midbrain embryo (16.5 days)	H3K9me3
879	CHIP	C57BL/6 intestine embryo (16.5 days)	H3K4me3
880	CHIP	C57BL/6 heart embryo (15.5 days)	H3K27ac
881	CHIP	C57BL/6 hindbrain embryo (12.5 days)	H3K9ac
882	CHIP	C57BL/6 liver embryo (15.5 days)	H3K4me3
883	CHIP	C57BL/6 liver postnatal (0 days)	H3K4me2
884	CHIP	C57BL/6 neural tube embryo (14.5 days)	H3K4me2
885	CHIP	C57BL/6 lung embryo (16.5 days)	H3K9me3
886	CHIP	C57BL/6 neural tube embryo (13.5 days)	H3K27me3
887	CHIP	C57BL/6 midbrain embryo (10.5 days)	H3K4me3
888	CHIP	C57BL/6 stomach embryo (14.5 days)	H3K36me3
889	CHIP	C57BL/6 embryonic facial prominence embryo (12.5 days)	H3K36me3
890	CHIP	C57BL/6 heart embryo (10.5 days)	H3K27ac
891	CHIP	C57BL/6 heart embryo (11.5 days)	H3K4me3
892	CHIP	C57BL/6 hindbrain embryo (10.5 days)	H3K27ac
893	CHIP	C57BL/6 intestine embryo (15.5 days)	H3K27ac
894	CHIP	C57BL/6 stomach embryo (15.5 days)	H3K36me3
895	CHIP	C57BL/6 intestine embryo (15.5 days)	H3K4me2
896	CHIP	C57BL/6 embryonic facial prominence embryo (14.5 days)	H3K36me3
897	CHIP	129 ES-E14	MAFK
898	CHIP	C57BL/6 embryonic facial prominence embryo (15.5 days)	H3K36me3
899	CHIP	C57BL/6 liver embryo (12.5 days)	H3K9ac
900	CHIP	C57BL/6 kidney embryo (16.5 days)	H3K27me3
901	CHIP	C57BL/6 hindbrain embryo (10.5 days)	H3K4me1
902	CHIP	C57BL/6 liver postnatal (0 days)	H3K27ac
903	CHIP	C57BL/6 hindbrain postnatal (0 days)	H3K4me1
904	CHIP	C57BL/6 limb embryo (12.5 days)	H3K9ac
905	CHIP	C57BL/6 stomach embryo (16.5 days)	H3K9me3
906	CHIP	C57BL/6 heart embryo (11.5 days)	H3K36me3
907	CHIP	C57BL/6 limb embryo (14.5 days)	H3K4me2
908	CHIP	C57BL/6 forebrain embryo (12.5 days)	H3K9me3
909	CHIP	C57BL/6 midbrain embryo (16.5 days)	H3K4me3
910	CHIP	C57BL/6 intestine embryo (16.5 days)	H3K27ac
911	CHIP	C57BL/6 limb embryo (13.5 days)	H3K36me3
912	CHIP	C57BL/6 hindbrain embryo (15.5 days)	H3K9ac
913	CHIP	C57BL/6 heart embryo (14.5 days)	H3K36me3
914	CHIP	C57BL/6 intestine postnatal (0 days)	H3K27ac
915	CHIP	C57BL/6 liver embryo (12.5 days)	H3K27me3
916	CHIP	C57BL/6 embryonic facial prominence embryo (12.5 days)	H3K4me1
917	CHIP	C57BL/6 heart embryo (15.5 days)	H3K4me3
918	CHIP	C57BL/6 heart embryo (13.5 days)	H3K4me2
919	CHIP	C57BL/6 liver postnatal (0 days)	H3K4me3
920	CHIP	C57BL/6 limb embryo (11.5 days)	H3K4me3
921	CHIP	C57BL/6 liver postnatal (0 days)	H3K36me3
922	CHIP	C57BL/6 forebrain embryo (16.5 days)	H3K27me3
923	CHIP	C57BL/6 kidney embryo (14.5 days)	H3K4me2
924	CHIP	C57BL/6 heart embryo (13.5 days)	H3K4me1
925	CHIP	C57BL/6 forebrain embryo (15.5 days)	H3K9me3
926	CHIP	C57BL/6 kidney embryo (14.5 days)	H3K4me3
927	CHIP	C57BL/6 liver embryo (14.5 days)	H3K36me3
928	CHIP	C57BL/6 midbrain embryo (13.5 days)	H3K27ac
929	CHIP	C57BL/6 intestine postnatal (0 days)	H3K9me3
930	CHIP	C57BL/6 midbrain postnatal (0 days)	H3K27ac
931	CHIP	C57BL/6 kidney postnatal (0 days)	H3K4me1
932	CHIP	C57BL/6 heart postnatal (0 days)	H3K27ac
933	CHIP	C57BL/6 forebrain postnatal (0 days)	CTCF
934	CHIP	C57BL/6 lung embryo (14.5 days)	CTCF
935	CHIP	C57BL/6 midbrain embryo (16.5 days)	H3K4me1
936	CHIP	C57BL/6 stomach embryo (16.5 days)	H3K4me3
937	CHIP	C57BL/6 heart embryo (12.5 days)	H3K4me3
938	CHIP	C57BL/6 hindbrain embryo (14.5 days)	H3K9me3
939	CHIP	C57BL/6 forebrain embryo (15.5 days)	H3K27ac
940	CHIP	C57BL/6 liver embryo (11.5 days)	H3K4me2
941	CHIP	C57BL/6 hindbrain embryo (11.5 days)	H3K4me1
942	CHIP	C57BL/6 intestine embryo (14.5 days)	H3K9me3
943	CHIP	C57BL/6 heart embryo (13.5 days)	H3K27ac
944	CHIP	C57BL/6 embryonic facial prominence embryo (11.5 days)	H3K27me3
945	CHIP	C57BL/6 midbrain embryo (14.5 days)	H3K36me3
946	CHIP	C57BL/6 hindbrain embryo (10.5 days)	H3K9me3
947	CHIP	C57BL/6 neural tube embryo (13.5 days)	H3K4me3
948	CHIP	DBA/2 MEL cell line	USF1
949	CHIP	C57BL/6 midbrain embryo (13.5 days)	H3K4me2
950	CHIP	C57BL/6 embryonic facial prominence embryo (14.5 days)	H3K9me3
951	CHIP	C57BL/6 midbrain embryo (12.5 days)	H3K4me2
952	CHIP	C57BL/6 limb embryo (13.5 days)	H3K27me3
953	CHIP	C57BL/6 kidney embryo (15.5 days)	H3K27ac
954	CHIP	C57BL/6 forebrain embryo (15.5 days)	H3K9ac
955	CHIP	C57BL/6 hindbrain embryo (16.5 days)	H3K9ac
956	CHIP	C57BL/6 hindbrain postnatal (0 days)	H3K9ac
957	CHIP	C57BL/6 hindbrain embryo (10.5 days)	H3K4me3
958	CHIP	C57BL/6 liver embryo (13.5 days)	H3K4me2
959	CHIP	C57BL/6 hindbrain embryo (11.5 days)	H3K9ac
960	CHIP	C57BL/6 forebrain embryo (10.5 days)	H3K27me3
961	CHIP	C57BL/6 forebrain embryo (13.5 days)	H3K27me3
962	CHIP	C57BL/6 forebrain embryo (10.5 days)	H3K9me3
963	CHIP	C57BL/6 limb embryo (12.5 days)	H3K27ac
964	CHIP	C57BL/6 forebrain embryo (11.5 days)	H3K4me3
965	CHIP	C57BL/6 kidney embryo (15.5 days)	H3K27me3
966	CHIP	B10.H-2aH-4bp/Wts CH12.LX	IRF4
967	CHIP	C57BL/6 lung embryo (15.5 days)	H3K9ac
968	CHIP	C57BL/6 heart embryo (16.5 days)	H3K4me2
969	CHIP	C57BL/6 midbrain embryo (10.5 days)	H3K36me3
970	CHIP	C57BL/6 heart embryo (11.5 days)	H3K4me2
971	CHIP	C57BL/6 intestine embryo (16.5 days)	H3K9ac
972	CHIP	C57BL/6 limb embryo (12.5 days)	H3K4me1
973	CHIP	C57BL/6 heart embryo (11.5 days)	H3K9ac
974	CHIP	C57BL/6 midbrain embryo (13.5 days)	H3K9me3
975	CHIP	C57BL/6 embryonic facial prominence embryo (15.5 days)	H3K9ac
976	CHIP	C57BL/6 midbrain embryo (14.5 days)	H3K4me2
977	CHIP	C57BL/6 lung embryo (16.5 days)	H3K27me3
978	CHIP	C57BL/6 embryonic facial prominence embryo (13.5 days)	H3K4me2
979	CHIP	C57BL/6 limb embryo (13.5 days)	H3K4me2
980	CHIP	C57BL/6 midbrain embryo (12.5 days)	H3K36me3
981	CHIP	C57BL/6 embryonic facial prominence embryo (10.5 days)	H3K4me3
982	CHIP	C57BL/6 liver postnatal (0 days)	EP300
983	CHIP	C57BL/6 limb embryo (14.5 days)	H3K27me3
984	CHIP	C57BL/6 midbrain embryo (12.5 days)	H3K9me3
985	CHIP	C57BL/6 midbrain embryo (10.5 days)	H3K9me3
986	CHIP	C57BL/6 liver embryo (12.5 days)	H3K4me1
987	CHIP	C57BL/6 hindbrain postnatal (0 days)	H3K4me2
988	CHIP	C57BL/6 lung embryo (15.5 days)	H3K9me3
989	CHIP	C57BL/6 neural tube embryo (14.5 days)	H3K36me3
990	CHIP	C57BL/6 lung embryo (15.5 days)	H3K36me3
991	CHIP	C57BL/6 heart postnatal (0 days)	EP300
992	CHIP	129 E14TG2a.4	NANOG
993	CHIP	C57BL/6 embryonic facial prominence embryo (10.5 days)	H3K9me3
994	CHIP	C57BL/6 embryonic facial prominence embryo (13.5 days)	H3K9ac
995	CHIP	C57BL/6 heart embryo (16.5 days)	H3K27me3
996	CHIP	C57BL/6 heart embryo (10.5 days)	H3K4me3
997	CHIP	C57BL/6 heart embryo (10.5 days)	H3K4me1
998	CHIP	C57BL/6 forebrain embryo (12.5 days)	H3K4me2
999	CHIP	C57BL/6 hindbrain embryo (12.5 days)	H3K27ac
1000	CHIP	C57BL/6 heart postnatal (0 days)	H3K27me3
1001	CHIP	C57BL/6 liver embryo (16.5 days)	H3K9ac
1002	CHIP	C57BL/6 hindbrain embryo (16.5 days)	H3K27ac
1003	CHIP	C57BL/6 stomach embryo (16.5 days)	H3K9ac
1004	CHIP	C57BL/6 liver embryo (16.5 days)	H3K27ac
1005	CHIP	B10.H-2aH-4bp/Wts CH12.LX	MEF2A
1006	CHIP	C57BL/6 hindbrain embryo (15.5 days)	H3K36me3
1007	CHIP	C57BL/6 limb embryo (15.5 days)	H3K4me1
1008	CHIP	C57BL/6 embryonic facial prominence embryo (12.5 days)	H3K27ac
1009	CHIP	C57BL/6 kidney embryo (16.5 days)	H3K9me3
1010	CHIP	C57BL/6 lung embryo (14.5 days)	H3K4me1
1011	CHIP	C57BL/6 forebrain embryo (10.5 days)	H3K27ac
1012	CHIP	C57BL/6 neural tube embryo (15.5 days)	H3K4me1
1013	CHIP	C57BL/6 intestine embryo (16.5 days)	H3K4me1
1014	CHIP	C57BL/6 hindbrain embryo (15.5 days)	H3K4me2
1015	CHIP	C57BL/6 forebrain embryo (14.5 days)	H3K27me3
1016	CHIP	C57BL/6 forebrain embryo (13.5 days)	H3K4me3
1017	CHIP	C57BL/6 hindbrain embryo (13.5 days)	H3K27me3
1018	CHIP	C57BL/6 lung embryo (14.5 days)	H3K4me3
1019	CHIP	C57BL/6 heart embryo (12.5 days)	H3K36me3
1020	CHIP	C57BL/6 heart embryo (16.5 days)	H3K27ac
1021	CHIP	C57BL/6 liver embryo (11.5 days)	H3K9me3
1022	CHIP	C57BL/6 kidney embryo (16.5 days)	H3K4me2
1023	CHIP	C57BL/6 liver embryo (15.5 days)	H3K9me3
1024	CHIP	C57BL/6 midbrain embryo (15.5 days)	H3K27me3
1025	CHIP	129 E14TG2a.4	H3K9me3
1026	CHIP	C57BL/6 lung embryo (15.5 days)	H3K4me1
1027	CHIP	C57BL/6 lung embryo (15.5 days)	H3K27me3
1028	CHIP	C57BL/6 limb embryo (10.5 days)	H3K27ac
1029	CHIP	C57BL/6 midbrain embryo (15.5 days)	H3K9me3
1030	CHIP	C57BL/6 hindbrain embryo (16.5 days)	H3K36me3
1031	CHIP	C57BL/6 liver embryo (13.5 days)	H3K9ac
1032	CHIP	C57BL/6 limb embryo (14.5 days)	H3K36me3
1033	CHIP	C57BL/6 intestine embryo (15.5 days)	H3K27me3
1034	CHIP	C57BL/6 limb embryo (11.5 days)	H3K36me3
1035	CHIP	C57BL/6 stomach embryo (16.5 days)	H3K36me3
1036	CHIP	C57BL/6 forebrain embryo (15.5 days)	H3K4me1
1037	CHIP	C57BL/6 heart postnatal (0 days)	H3K4me3
1038	CHIP	C57BL/6 kidney embryo (16.5 days)	H3K4me1
1039	CHIP	C57BL/6 lung postnatal (0 days)	H3K27ac
1040	CHIP	C57BL/6 embryonic facial prominence embryo (14.5 days)	H3K4me2
1041	CHIP	C57BL/6 heart embryo (11.5 days)	H3K4me1
1042	CHIP	C57BL/6 liver embryo (15.5 days)	H3K9ac
1043	CHIP	C57BL/6 neural tube embryo (12.5 days)	H3K27ac
1044	CHIP	C57BL/6 forebrain embryo (11.5 days)	H3K9me3
1045	CHIP	C57BL/6 lung embryo (15.5 days)	H3K27ac
1046	CHIP	C57BL/6 limb embryo (11.5 days)	H3K27ac
1047	CHIP	C57BL/6 liver embryo (14.5 days)	H3K9ac
1048	CHIP	C57BL/6 limb embryo (13.5 days)	H3K27ac
1049	CHIP	B10.H-2aH-4bp/Wts CH12.LX	TCF12
1050	CHIP	C57BL/6 limb embryo (10.5 days)	H3K27me3
1051	CHIP	C57BL/6 forebrain postnatal (0 days)	H3K4me2
1052	CHIP	C57BL/6 stomach embryo (16.5 days)	H3K4me1
1053	CHIP	C57BL/6 kidney embryo (16.5 days)	H3K9ac
1054	CHIP	C57BL/6 embryonic facial prominence embryo (10.5 days)	H3K4me1
1055	CHIP	C57BL/6 stomach postnatal (0 days)	H3K4me3
1056	CHIP	C57BL/6 neural tube embryo (13.5 days)	H3K4me1
1057	CHIP	C57BL/6 intestine embryo (15.5 days)	H3K36me3
1058	CHIP	C57BL/6 hindbrain embryo (15.5 days)	H3K4me1
1059	CHIP	C57BL/6 lung embryo (14.5 days)	H3K4me2
1060	CHIP	C57BL/6 hindbrain embryo (11.5 days)	H3K4me3
1061	CHIP	C57BL/6 neural tube embryo (15.5 days)	H3K27me3
1062	CHIP	C57BL/6 midbrain embryo (14.5 days)	H3K27me3
1063	CHIP	C57BL/6 stomach embryo (15.5 days)	H3K27ac
1064	CHIP	C57BL/6 neural tube embryo (12.5 days)	H3K9me3
1065	CHIP	C57BL/6 liver embryo (11.5 days)	H3K36me3
1066	CHIP	C57BL/6 limb embryo (12.5 days)	H3K4me3
1067	CHIP	C57BL/6 stomach postnatal (0 days)	H3K4me1
1068	CHIP	C57BL/6 limb embryo (12.5 days)	H3K9me3
1069	CHIP	C57BL/6 forebrain embryo (11.5 days)	H3K27me3
1070	CHIP	C57BL/6 stomach embryo (16.5 days)	H3K27me3
1071	CHIP	C57BL/6 intestine postnatal (0 days)	H3K9ac
1072	CHIP	C57BL/6 hindbrain embryo (13.5 days)	H3K4me2
1073	CHIP	C57BL/6 liver embryo (11.5 days)	H3K9ac
1074	CHIP	C57BL/6 midbrain embryo (14.5 days)	H3K9me3
1075	CHIP	C57BL/6 midbrain postnatal (0 days)	H3K36me3
1076	CHIP	C57BL/6 kidney embryo (16.5 days)	H3K4me3
1077	CHIP	C57BL/6 intestine embryo (14.5 days)	H3K36me3
1078	CHIP	C57BL/6 hindbrain embryo (14.5 days)	H3K27me3
1079	CHIP	C57BL/6 heart embryo (15.5 days)	H3K9ac
1080	CHIP	C57BL/6 limb embryo (11.5 days)	H3K9me3
1081	CHIP	C57BL/6 kidney embryo (15.5 days)	H3K9ac
1082	CHIP	C57BL/6 hindbrain embryo (10.5 days)	H3K36me3
1083	CHIP	C57BL/6 heart embryo (11.5 days)	H3K27me3
1084	CHIP	C57BL/6 embryonic facial prominence embryo (14.5 days)	H3K9ac
1085	CHIP	C57BL/6 heart postnatal (0 days)	H3K9me3
1086	CHIP	C57BL/6 forebrain embryo (12.5 days)	H3K27ac
1087	CHIP	C57BL/6 liver postnatal (0 days)	H3K9ac
1088	CHIP	C57BL/6 midbrain embryo (10.5 days)	H3K27me3
1089	CHIP	C57BL/6 heart embryo (12.5 days)	H3K9ac
1090	CHIP	C57BL/6 stomach postnatal (0 days)	H3K27me3
1091	CHIP	C57BL/6 lung embryo (16.5 days)	H3K36me3
1092	CHIP	C57BL/6 hindbrain embryo (12.5 days)	H3K9me3
1093	CHIP	DBA/2 MEL cell line	H3K36me3
1094	CHIP	C57BL/6 hindbrain embryo (13.5 days)	H3K36me3
1095	CHIP	C57BL/6 embryonic facial prominence embryo (14.5 days)	H3K4me1
1096	CHIP	C57BL/6 neural tube embryo (13.5 days)	H3K4me2
1097	CHIP	B10.H-2aH-4bp/Wts CH12.LX	USF1
1098	CHIP	C57BL/6 liver postnatal (0 days)	H3K27me3
1099	CHIP	C57BL/6 stomach embryo (15.5 days)	H3K9me3
1100	CHIP	C57BL/6 forebrain embryo (11.5 days)	H3K4me1
1101	CHIP	C57BL/6 stomach embryo (14.5 days)	H3K9me3
1102	CHIP	C57BL/6 neural tube embryo (14.5 days)	H3K4me1
1103	CHIP	B10.H-2aH-4bp/Wts CH12.LX	NRF1
1104	CHIP	C57BL/6 liver embryo (14.5 days)	EP300
1105	CHIP	C57BL/6 hindbrain embryo (10.5 days)	H3K27me3
1106	CHIP	C57BL/6 liver embryo (13.5 days)	H3K4me3
1107	CHIP	C57BL/6 midbrain postnatal (0 days)	CTCF
1108	CHIP	C57BL/6 limb embryo (15.5 days)	H3K27ac
1109	CHIP	C57BL/6 midbrain embryo (10.5 days)	H3K27ac
1110	CHIP	C57BL/6 embryonic facial prominence embryo (15.5 days)	H3K4me3
1111	CHIP	C57BL/6 forebrain embryo (10.5 days)	H3K4me1
1112	CHIP	CEBPB_ChIP-seq / CEBPB_ChIP-seq / Primary dermal fibroblasts	CEBPb
1113	CHIP	CEBPB_Tg_ChIP-seq / CEBPB_Tg_ChIP-seq / Primary dermal fibroblasts	CEBPb
1114	CHIP	ATF4_ChIP-seq / ATF4_ChIP-seq / Primary dermal fibroblasts	ATF4
1115	CHIP	SREBP1 (ZT02) / SREBP1_ZT02, liver cells / .	SREBP1
1116	CHIP	SREBP1 (ZT06) / SREBP1_ZT06, liver cells / .	SREBP1
1117	CHIP	SREBP1 (ZT10) / SREBP1_ZT10, liver cells / .	SREBP1
1118	CHIP	SREBP1 (ZT14) / SREBP1_ZT14, liver cells / .	SREBP1
1119	CHIP	SREBP1 (ZT18) / SREBP1_ZT18, liver cells / .	SREBP1
1120	CHIP	SREBP1 (ZT22) / SREBP1_ZT22, liver cells / .	SREBP1
1121	CHIP	Polr2b (ZT02) / RPB2_ZT02, liver cells / .	RPB2
1122	CHIP	Polr2b (ZT06) / RPB2_ZT06, liver cells / .	RPB2
1123	CHIP	Polr2b (ZT10) / RPB2_ZT10, liver cells / .	RPB2
1124	CHIP	Polr2b (ZT14) / RPB2_ZT14, liver cells / .	RPB2
1125	CHIP	Polr2b (ZT18) / RPB2_ZT18, liver cells / .	RPB2
1126	CHIP	Polr2b (ZT22) / RPB2_ZT22, liver cells / .	RPB2
1127	CHIP	H3K9ac ChIPSeq Cre_cohort1 / H3K9ac ChIPSeq Cre_cohort1 / .	H3K9ac
1128	CHIP	H3K9ac ChIPSeq WT_cohort1 / H3K9ac ChIPSeq WT_cohort1 / .	H3K9ac
1129	CHIP	H3K9ac ChIPSeq HAHA_cohort1 / H3K9ac ChIPSeq HAHA_cohort1 / .	H3K9ac
1130	CHIP	H3K9ac ChIPSeq KA_cohort1 / H3K9ac ChIPSeq KA_cohort1 / .	H3K9ac
1131	CHIP	H3K9ac ChIPSeq YF_cohort2 / H3K9ac ChIPSeq YF_cohort2 / .	H3K9ac
1132	CHIP	H3K9ac ChIPSeq HEBI_cohort2 / H3K9ac ChIPSeq HEBI_cohort2 / .	H3K9ac
1133	CHIP	SMRT ChIPSeq 5PM (ZT10) / liver / .	SMRT
1134	CHIP	SMRT ChIPSeq 5AM (ZT22) / liver / .	SMRT
1135	CHIP	ZT8 CLOCK ChIP Seq-1 / Liver / .	CLOCK
1136	CHIP	ZT8 BMAL1 ChIP Seq-1 / Liver / .	BMAL1
1137	CHIP	ZT20 CRY1 ChIP Seq / Liver / .	CRY1
1138	CHIP	E4BP4 Liver ZT22 ChIP-seq / liver / .	E4BP4
1139	CHIP	RORalpha Liver ZT22 ChIP-seq / liver / .	RORalpha
1140	CHIP	ChIP-seq, Liver_GR_GRdim_6am / Liver tissue / .	GR
1141	CHIP	ChIP-seq, Liver_GR_GRdim_6pm / Liver tissue / .	GR
1142	CHIP	ChIP-seq, Liver_GR_GRdim_pred_6am / Liver tissue / .	GR
1143	CHIP	ChIP-seq, Liver_GR_WT_6am / Liver tissue / .	GR
1144	CHIP	ChIP-seq, Liver_GR_WT_6pm / Liver tissue / .	GR
1145	CHIP	ChIP-seq, Liver_GR_WT_pred_6am / Liver tissue / .	GR
1146	CHIP	ChIP-seq, Liver_RNAPII_WT_6am / Liver tissue / .	RNAPII
1147	CHIP	ChIP-seq, Liver_RNAPII_WT_pred_6am / Liver tissue / .	RNAPII
1148	CHIP	ChIP-seq, Liver_CEBPb_WT_6pm / Liver tissue / .	CEBPb
1149	CHIP	ChIP-exo, Liver_GR_GRdim_6am / Liver tissue / .	GR
1150	CHIP	ChIP-exo, Liver_GR_GRdim_6pm / Liver tissue / .	GR
1151	CHIP	ChIP-exo, Liver_GR_GRdim_pred_6am / Liver tissue / .	GR
1152	CHIP	ChIP-exo, Liver_GR_WT_6am / Liver tissue / .	GR
1153	CHIP	ChIP-exo, Liver_GR_WT_6pm / Liver tissue / .	GR
1154	CHIP	ChIP-exo, Liver_GR_WT_pred_6am / Liver tissue / .	GR
1155	CHIP	PolII ZT 2 WT / Liver, WT, ZT 2, PolII ChIP / .	PolII
1156	CHIP	PolII ZT 6 WT / Liver, WT, ZT 6, PolII ChIP / .	PolII
1157	CHIP	PolII ZT 10 WT / Liver, WT, ZT 10, PolII ChIP / .	PolII
1158	CHIP	PolII ZT 14 WT / Liver, WT, ZT 14, PolII ChIP / .	PolII
1159	CHIP	PolII ZT 18 WT / Liver, WT, ZT 18, PolII ChIP / .	PolII
1160	CHIP	PolII ZT 22 WT / Liver, WT, ZT 22, PolII ChIP / .	PolII
1161	CHIP	PolII ZT 26 WT / Liver, WT, ZT 26, PolII ChIP / .	PolII
1162	CHIP	PolII ZT 2 Bmal1 KO / Liver, Bmal1 KO, ZT 2, PolII ChIP / .	PolII
1163	CHIP	PolII ZT 6 Bmal1 KO / Liver, Bmal1 KO, ZT 6, PolII ChIP / .	PolII
1164	CHIP	PolII ZT 10 Bmal1 KO / Liver, Bmal1 KO, ZT 10, PolII ChIP / .	PolII
1165	CHIP	PolII ZT 14 Bmal1 KO / Liver, Bmal1 KO, ZT 14, PolII ChIP / .	PolII
1166	CHIP	PolII ZT 18 Bmal1 KO / Liver, Bmal1 KO, ZT 18, PolII ChIP / .	PolII
1167	CHIP	PolII ZT 22 Bmal1 KO / Liver, Bmal1 KO, ZT 22, PolII ChIP / .	PolII
1168	CHIP	PolII ZT 26 Bmal1 KO / Liver, Bmal1 KO, ZT 26, PolII ChIP / .	PolII
1169	CHIP	H3K27ac ZT 2 WT / Liver, WT, ZT 2, H3K27ac ChIP / .	H3K27ac
1170	CHIP	H3K27ac ZT 6 WT / Liver, WT, ZT 6, H3K27ac ChIP / .	H3K27ac
1171	CHIP	H3K27ac ZT 10 WT / Liver, WT, ZT 10, H3K27ac ChIP / .	H3K27ac
1172	CHIP	H3K27ac ZT 14 WT / Liver, WT, ZT 14, H3K27ac ChIP / .	H3K27ac
1173	CHIP	H3K27ac ZT 18 WT / Liver, WT, ZT 18, H3K27ac ChIP / .	H3K27ac
1174	CHIP	H3K27ac ZT 22 WT / Liver, WT, ZT 22, H3K27ac ChIP / .	H3K27ac
1175	CHIP	H3K27ac ZT 26 WT / Liver, WT, ZT 26, H3K27ac ChIP / .	H3K27ac
1176	CHIP	H3K27ac ZT 2 Bmal1 KO / Liver, Bmal1 KO, ZT 2, H3K27ac ChIP / .	H3K27ac
1177	CHIP	H3K27ac ZT 6 Bmal1 KO / Liver, Bmal1 KO, ZT 6, H3K27ac ChIP / .	H3K27ac
1178	CHIP	H3K27ac ZT 10 Bmal1 KO / Liver, Bmal1 KO, ZT 10, H3K27ac ChIP / .	H3K27ac
1179	CHIP	H3K27ac ZT 14 Bmal1 KO / Liver, Bmal1 KO, ZT 14, H3K27ac ChIP / .	H3K27ac
1180	CHIP	H3K27ac ZT 18 Bmal1 KO / Liver, Bmal1 KO, ZT 18, H3K27ac ChIP / .	H3K27ac
1181	CHIP	H3K27ac ZT 22 Bmal1 KO / Liver, Bmal1 KO, ZT 22, H3K27ac ChIP / .	H3K27ac
1182	CHIP	H3K27ac ZT 26 Bmal1 KO / Liver, Bmal1 KO, ZT 26, H3K27ac ChIP / .	H3K27ac
1183	CHIP	ChIP-seq, Liver_CEBPb_WT_6am / Liver tissue / .	CEBPb
1184	CHIP	ChIP-seq, Liver_CEBPb_WT_pred_6am / Liver tissue / .	CEBPb
1185	CHIP	Rev-erbalpha_eWAT_ZT10_rep1 / eWAT / .	.
1186	CHIP	input_eWAT / eWAT / .	.
1187	CHIP	Rev-erbalpha_brain_ZT10 / brain(ventral tegmental area) / .	.
1188	CHIP	input_brain / brain(ventral tegmental area) / .	.
1189	CHIP	Rev-erbalpha_WT_liver_ZT10_rep1 / liver / .	.
1190	CHIP	Rev-erbalpha_129mice_WT_liver_ZT10_rep1 / liver / .	.
1191	CHIP	Rev-erbalpha_DBD_mutant_liver_ZT10_rep1 / liver / .	.
1192	CHIP	RORalpha_liver_ZT10 / liver / .	.
1193	CHIP	RORgamma_liver_ZT10 / liver / .	.
1194	CHIP	RORgamma_liver_ZT22 / liver / .	.
1195	CHIP	HDAC3_liver_reverbGFP_ZT10_rep1 / liver / .	.
1196	CHIP	HDAC3_liver_Rev-erbsflCRE(DBDm)_ZT10_rep1 / liver / .	.
1197	CHIP	HDAC3_liver_ZT10 / liver / .	.
1198	CHIP	HDAC3_liver_reverbalphaKO_betaKD_ZT10 / liver / .	.
1199	CHIP	HDAC3_KO_liver_ZT10_rep1 / liver / .	.
1200	CHIP	HSF1 ZT14 / Liver / .	HSF1
1201	CHIP	Rev-erba ChIP-seq at ZT10 (Wild Type) Replicate 1 / liver / .	Rev-erba
1202	CHIP	Rev-erba ChIP-seq at ZT10 (HNF6 KO) Replicate 1 / liver / .	Rev-erba
1203	CHIP	ChIP-seq Rpc4 , ZT02, rep1, CONTROL / Liver / .	.
1204	CHIP	ChIP-seq Rpc4 , ZT06, rep1, CONTROL / Liver / .	.
1205	CHIP	ChIP-seq Rpc4 , ZT10, rep1, CONTROL / Liver / .	.
1206	CHIP	ChIP-seq Rpc4 , ZT14, rep1, CONTROL / Liver / .	.
